Stockholm,59.329323,18.068581
Göteborg,57.6959381,11.953256
Malmö,55.604980,13.003822
Lund,55.704659,13.191007
Kalmar,56.663445,16.356779
Jönköping,57.7833,14.1667
Linköping,58.4094,15.6257
Umeå,63.825848,20.263035
Luleå,65.584816,22.156704
Uppsala,59.8601,17.6400
Örebro,59.2669,15.1965
Halmstad,56.6754,12.8587
